,id,texto,etiqueta_final,texto_ed,etiqueta_etapa0
9784,9785,"de buen animo. pregunta si hay prorroga para el pago de abl. mirando tv y tomando mate.
no se vacuno ni lo piensa hacer",POSITIVO,de buen animo pregunta si hay prorroga para el pago de abl mirando tv y tomando mate 
no se vacuno ni lo piensa hacer,R
4004,4005,"1ra.:llamada:12.15hs.:como quedamos despues de 15 dias  hable con Graciela, la cual me dijo que estaba bien ,que el 24 de julio retiro su bolsón de alimentos, el cual sigue necesitando ; después me hizo un pedido puntual para un conocido que ya envié por mail y ante la respuesta de uds.,la llame por segunda vez a las 16hs.,transmitiéndole lo que ustedes me informaron y me pidió que la llame en 15 días. Agradeció toda la información.",NECESIDADES OPERATIVAS,_digit_ra llamada _digit_ _digit_hs como quedamos despues de _digit_ dias hable con graciela la cual me dijo que estaba bien que el _digit_ de julio retiro su bolson de alimentos el cual sigue necesitando ; despues me hizo un pedido puntual para un conocido que ya envie por mail y ante la respuesta de uds la llame por segunda vez a las _digit_hs transmitiendole lo que ustedes me informaron y me pidio que la llame en _digit_ dias agradecio toda la informacion ,NEC_OP
1327,1328,"Santiago fue tres veces a Yrigoyen a retirar alimentos y no le dieron, hizo cola las tres veces yo le dije que siendo del programa mencionaba y no esperaba pero allá le dijeron que no",NECESIDADES OPERATIVAS,santiago fue tres veces a yrigoyen a retirar alimentos y no le dieron hizo cola las tres veces yo le dije que siendo del programa mencionaba y no esperaba pero alla le dijeron que no,NEC_OP
10280,10281,"estan muy bien 
agradecen el llamado
ya se vacuno",POSITIVO,estan muy bien 
agradecen el llamado
ya se vacuno,R
11374,11375,"no atiende nadie. llamado en diferentes horarios, salta contestador directamente.",NO RELEVANTE,no atiende nadie llamado en diferentes horarios salta contestador directamente ,NR
3605,3606,"Hable con Elvira, estaba bien de salud pero esta preocupada porque esta su hermano internado. Hace dos  días por problemas respiratorios. Justo cuando yo la hable  estaba esperando el llamado del hospital. Trate de distraerla un rato. El tema comida y medicamentos de ella esta bien y tiene todo al día. No necesita nada.Vuelvo a llamar en unos días.",NEGATIVO,hable con elvira estaba bien de salud pero esta preocupada porque esta su hermano internado hace dos dias por problemas respiratorios justo cuando yo la hable estaba esperando el llamado del hospital trate de distraerla un rato el tema comida y medicamentos de ella esta bien y tiene todo al dia no necesita nada vuelvo a llamar en unos dias ,R
2403,2404,Llamado para charlar,NO RELEVANTE,llamado para charlar,NR
8603,8604,"Aguirre Esther Noemí. Estaba con taquicardia, pero pudo hablar con su cardióloga, ya está mejor, se siente bien.  Sabe los días de atención de cardiología y si no que debe concurrir a la guardia.  Tiene temor de salir, pero se tranquilizó sabiendo que en el hospital está todo bajo control. Muy amable y agradecida.",NEGATIVO,aguirre esther noemi estaba con taquicardia pero pudo hablar con su cardiologa ya esta mejor se siente bien  sabe los dias de atencion de cardiologia y si no que debe concurrir a la guardia  tiene temor de salir pero se tranquilizo sabiendo que en el hospital esta todo bajo control muy amable y agradecida ,R
11055,11056,me agradeció por todo pero me dijo que ella se anotó en el voluntariado también y que no necesita que la llame más,POSITIVO,me agradecio por todo pero me dijo que ella se anoto en el voluntariado tambien y que no necesita que la llame mas,R
976,977,"Se le envía al voluntario toda la información respecto de la asistencia alimentaria, vía mail. A su vez, se le adjunta otra información de diversos temas que puede ser de utilidad.",NECESIDADES OPERATIVAS,se le envia al voluntario toda la informacion respecto de la asistencia alimentaria via mail a su vez se le adjunta otra informacion de diversos temas que puede ser de utilidad ,NEC_OP
5092,5093,"Con la señora Margarita Sánchez se tiene una comunicación frecuente 6,13,18,20,23,29 de abril, 6 y 12 de mayo.                                                        El día martes 12 de mayo la misma en comunicación telefónica indica q con su esposo poco salen dado q es su hija quien hace la mayor parte de las diligencias diarias,que ve poco noticieros y se entretiene haciendo cosas de la casa y en comunicación con familiares y amigos....se acuerda seguir con llamadas semanales( ella como los demás AM a cargo tiene el celular de la actuante para comunicarse de ser necesario)...",NEUTRAL,con la senora margarita sanchez se tiene una comunicacion frecuente _digit_ _digit_ _digit_ _digit_ _digit_ _digit_ de abril _digit_ y _digit_ de mayo                             el dia martes _digit_ de mayo la misma en comunicacion telefonica indica q con su esposo poco salen dado q es su hija quien hace la mayor parte de las diligencias diarias que ve poco noticieros y se entretiene haciendo cosas de la casa y en comunicacion con familiares y amigos  se acuerda seguir con llamadas semanales ella como los demas am a cargo tiene el celular de la actuante para comunicarse de ser necesario  ,NR
7918,7919,El AM indico que esta siempre disponible y que aunque no necesite nada por ahora podemos llamarlo nuevamente,NEUTRAL,el am indico que esta siempre disponible y que aunque no necesite nada por ahora podemos llamarlo nuevamente,NR
10014,10015,"ellos se encuentran en chapadmalal desde que comenzó la cuarentena se van a quedar allá hasta que termine ,están muy bien    ,agradecidos por los llamados se logro una comunicación buena y amena .

los llamo desde que comenzó el voluntariado.",POSITIVO,ellos se encuentran en chapadmalal desde que comenzo la cuarentena se van a quedar alla hasta que termine estan muy bien   agradecidos por los llamados se logro una comunicacion buena y amena 

los llamo desde que comenzo el voluntariado ,R
6197,6198,"No necesita asistencia, la cuidan las nietas. No quiso que le deje mi contacto.",NO RELEVANTE,no necesita asistencia la cuidan las nietas no quiso que le deje mi contacto ,NR
3828,3829,"HABLO CON AM, INDICA ESTÁ TODO BIEN Y SIN NECESIDADES. AGRADECE	LLAMAR EL 13-7",POSITIVO,hablo con am indica esta todo bien y sin necesidades agradece	llamar el _digit_-_digit_,R
9877,9878,el am flores inés dni 5324309 se encuentra muy bien.,POSITIVO,el am flores ines dni _digit_ se encuentra muy bien ,R
2297,2298,EL DIA 26/06/2020 SE ENTREGO ALIMENTOS EN DOMICILIO,NECESIDADES OPERATIVAS,el dia _digit_ _digit_ _digit_ se entrego alimentos en domicilio,NEC_OP
12014,12015,se encuentran bien de animo seguire llamndolos.,POSITIVO,se encuentran bien de animo seguire llamndolos ,R
7482,7483,"Hablé con Graciela, su esposa. Están bien de salud. Tienen asistencia. Le recordé la línea 147 de atención al vecino.",POSITIVO,hable con graciela su esposa estan bien de salud tienen asistencia le recorde la linea _digit_ de atencion al vecino ,R
8075,8076,12/06/2020 SE ENTREGO ALIMENTOS EN DOMICILIO,NECESIDADES OPERATIVAS,_digit_ _digit_ _digit_ se entrego alimentos en domicilio,NEC_OP
5442,5443,"No atiende llamado. Insistí en el fijo y logre hablar con ella.
Esta bien, contenida y activa.
Me consultó por los cursos/actividades; envié correo para obtener listado y pasárselo.",POSITIVO,no atiende llamado insisti en el fijo y logre hablar con ella 
esta bien contenida y activa 
me consulto por los cursos actividades; envie correo para obtener listado y pasarselo ,R
3325,3326,No logré comunicarme.,NO RELEVANTE,no logre comunicarme ,NR
984,985,"18/05/20 - Llamo a AM como habíamos pactado para esta fecha al 22005790, pero N/A x2",NO RELEVANTE,_digit_ _digit_ _digit_ - llamo a am como habiamos pactado para esta fecha al _digit_ pero n a x_digit_,NR
2119,2120,"Charlamos un rato. Me dijo que seguramente la llame cuando fue a la farmacia, por eso no me atendió hoy temprano.",NO RELEVANTE,charlamos un rato me dijo que seguramente la llame cuando fue a la farmacia por eso no me atendio hoy temprano ,NR
2925,2926,el numero no es correcto,NO RELEVANTE,el numero no es correcto,NR
8532,8533,El AM se encuentra en buen estado general .se le llevará su caja de alimentos a domicilio,NECESIDADES OPERATIVAS,el am se encuentra en buen estado general se le llevara su caja de alimentos a domicilio,NEC_OP
9428,9429,"16.37 muy bien de ánimo hablamos en general de la situación de la cuarentena que se  prolonga, el caso de la farmacia vasallo que hoy es el tema de día.",POSITIVO,_digit_ _digit_ muy bien de animo hablamos en general de la situacion de la cuarentena que se prolonga el caso de la farmacia vasallo que hoy es el tema de dia ,R
11973,11974,se encuentra muy bien me contó que se esta cuidando mucho y me agradeció mucho que la llame,POSITIVO,se encuentra muy bien me conto que se esta cuidando mucho y me agradecio mucho que la llame,R
10909,10910,"llamé al telefono de linea, no me atendio nadie.",NO RELEVANTE,llame al telefono de linea no me atendio nadie ,NR
9292,9293,"se encuentre bien, acompañada de sus fliares.
saludos",POSITIVO,se encuentre bien acompanada de sus fliares 
saludos,R
12126,12127,se llamo todo esta bien ahi  lloviendo pero todo bien . cansadas del encierro con ganas de salir  y con esperanza en que no va a ser fuerte aca el coronavirus,POSITIVO,se llamo todo esta bien ahi lloviendo pero todo bien  cansadas del encierro con ganas de salir y con esperanza en que no va a ser fuerte aca el coronavirus,R
3789,3790,No atendio el llamado,NO RELEVANTE,no atendio el llamado,NR
4228,4229,Se entrego alimentos en domicilio el 28/08/2020,NECESIDADES OPERATIVAS,se entrego alimentos en domicilio el _digit_ _digit_ _digit_,NEC_OP
5812,5813,me comuniqe para ver como estaban. igual Jorge tiene mi wp y nos comunicamos muy seguido por ese medio.,NO RELEVANTE,me comuniqe para ver como estaban igual jorge tiene mi wp y nos comunicamos muy seguido por ese medio ,NR
8093,8094,no estaba disponible,NO RELEVANTE,no estaba disponible,NR
10850,10851,llamado para saludar por el dia de pascua.la sra. se alegro por el llamado y me conto que estaba haciendo una torta.,POSITIVO,llamado para saludar por el dia de pascua la sra se alegro por el llamado y me conto que estaba haciendo una torta ,R
6375,6376,"El día Sábado pasado internaron nuevamente a María . Al mediodía me había llamado su hija para ver si podía conseguir un lugar que alquilen nebulizadores, estuve toda la tarde llamando para ver si conseguíamos y cuando finalmente conseguí y llamé no me atendía nadie, supuse que la habían llevado nuevamente. Llamé a la casa de su hija y me atendió el marido, me dijo que estaba muy delicada y que la habían vuelto a internar.
Hoy llamé a los dos números para ver si había novedades de su estado pero al momento no atiende nadie.",NEGATIVO,el dia sabado pasado internaron nuevamente a maria  al mediodia me habia llamado su hija para ver si podia conseguir un lugar que alquilen nebulizadores estuve toda la tarde llamando para ver si conseguiamos y cuando finalmente consegui y llame no me atendia nadie supuse que la habian llevado nuevamente llame a la casa de su hija y me atendio el marido me dijo que estaba muy delicada y que la habian vuelto a internar 
hoy llame a los dos numeros para ver si habia novedades de su estado pero al momento no atiende nadie ,R
12452,12453,todo en orden..-,NEUTRAL,todo en orden -,NR
4797,4798,"06/07/20 - Llamo al 1160016414, suena unos 20 segundos y después salta IVR ""número ocupado en este momento, intente llamar más tarde""",NO RELEVANTE,_digit_ _digit_ _digit_ - llamo al _digit_ suena unos _digit_ segundos y despues salta ivr numero ocupado en este momento intente llamar mas tarde,NR
3863,3864,"Hoy Olga se encontraba ocupada , pero se encuentra bien. Quedamos en hablar en otro momento",POSITIVO,hoy olga se encontraba ocupada  pero se encuentra bien quedamos en hablar en otro momento,R
8759,8760,esta bien,POSITIVO,esta bien,R
3783,3784,solicitud de alimentos,NECESIDADES OPERATIVAS,solicitud de alimentos,NEC_OP
5004,5005,"Esta muy animada , el cirujana la vio le pidio unos estudios y le dijo que pronto le haria la intervencion para quitarle la verruguita",POSITIVO,esta muy animada  el cirujana la vio le pidio unos estudios y le dijo que pronto le haria la intervencion para quitarle la verruguita,R
4854,4855,EL DIA 26/06/2020 SE ENTREGO ALIMENTOS EN DOMICILIO,NECESIDADES OPERATIVAS,el dia _digit_ _digit_ _digit_ se entrego alimentos en domicilio,NEC_OP
4236,4237,HOY HABLE CON PALMA LA SEÑORA DE RODOLFO Y POR SUERE ESTAN BIEN Y EL HIJO QUE TENIA COVID 19 YA LE DIERON EL ALTA  A LA NUERA LE FALTAN UNOS  DIAS,POSITIVO,hoy hable con palma la senora de rodolfo y por suere estan bien y el hijo que tenia covid _digit_ ya le dieron el alta a la nuera le faltan unos dias,R
12384,12385,todo bien  esta muy activa .,POSITIVO,todo bien esta muy activa ,R
2832,2833,CAJA A DOMICILIO,NECESIDADES OPERATIVAS,caja a domicilio,NEC_OP
10879,10880,llamado.y alegre y con ganas de realizar tareas.,POSITIVO,llamado y alegre y con ganas de realizar tareas ,R
4539,4540,Seguimos comunicandonos con Inocencio. Se muestra feliz con cada llamado. Respondemos a inquietudes que van surgiendo y charlamos.,POSITIVO,seguimos comunicandonos con inocencio se muestra feliz con cada llamado respondemos a inquietudes que van surgiendo y charlamos ,R
10648,10649,la llame para avisarle que iban a llevarle el bolson de comida como me comentaron de acción social. me dijo que estaba un poco triste pero no queria comapañamiento psicologico y me comento que no tiene internet en la casa. me agradecio nuevamente por todo!!,NEGATIVO,la llame para avisarle que iban a llevarle el bolson de comida como me comentaron de accion social me dijo que estaba un poco triste pero no queria comapanamiento psicologico y me comento que no tiene internet en la casa me agradecio nuevamente por todo,R
