id,texto,texto_ed,etiqueta_final,etiqueta_etapa0
9831,"dominga rodriguez  , de 67años muy bien acompañada por su  hija y nietos, no necesita contención ni ayuda por que tiene a sus familiares. sigue lo de la pandemia por tv, esta preocupada ,pero con su familia al lado , esta contenida.no sale y respecta la cuarentena.no le interesa que la llame",dominga rodriguez _digit_anos acompanada hija nietos necesita contencion ayuda familiares pandemia tv preocupada familia contenida sale respecta cuarentena interesa llame,POSITIVO,R
9832,"domingo 05/04. agradecen el contacto, pero no le interesa el programa de asistencia ya que cuenta con ayuda de su hija y amiga.",domingo _digit_ _digit_ agradecen contacto interesa programa asistencia ayuda hija amiga,POSITIVO,R
9833,"domingo de pascua , se siente contento porque lo fue a visitar la nieta",domingo siente contento visitar nieta,POSITIVO,R
9834,"e arreglaron el telefon, esta muy bien. sin problemas",arreglaron telefon problemas,POSITIVO,R
9835,"eduardo se encuentra a la espera de volver a su rutina, con una buena predisposición para los días que quedan. 
le preocupa su capital monetario ya que no cuenta con los trabajos extras que solía hacer.",eduardo espera volver rutina predisposicion quedan preocupa capital monetario trabajos extras solia,NEGATIVO,R
9836,"efectué el primer paso para solicitar por internet el cobro de itp ante la ansses. cuando seferino reciba en su teléfono un número de ingreso de código, deberá proporcionármelo para completar la solicitud que envié hoy",efectue paso solicitar internet cobro itp ansses seferino reciba telefono numero ingreso codigo debera proporcionarmelo completar solicitud envie,NEUTRAL,NR
9837,"el 17/07 hablé con ella, me expresa que está muy molesta y dolorida por sus hemorroides. no hice ningún comentario, no se si se puede ofrecer algún servicio por esta patología. espero instrucciones. además me solicita asistencia psicológica porque es un infierno vivir con sus dos hijas en constante pelea. 
el 20/04 se comunica conmigo la lic. mariana ramón, se interesa por el caso y le asigna a la psicóloga patricia centeno. fue una lucha de todo el día contactarme nuevamente. debí recurrir dos veces a su hija mayor para pedir que se comunique. lo hizo como a las 19hs. le informé que la lic. patricia centeno la llamaría para coordinar uncía y un horario para que la pudiera atender. me informó que el mejor horario para habla con ella era entre las 17 y las 20 hs me parece un poco limitado, tal vez cuando ellas se comuniquen, varíe esta opción.",_digit_ _digit_ hable expresa molesta dolorida hemorroides hice comentario ofrecer servicio patologia espero instrucciones solicita asistencia psicologica infierno vivir hijas constante pelea _digit_ _digit_ comunica lic interesa caso asigna psicologa centeno lucha contactarme nuevamente debi recurrir hija pedir comunique _digit_hs informe lic centeno llamaria coordinar uncia horario pudiera atender horario _digit_ _digit_ hs limitado comuniquen varie opcion,NEGATIVO,R
9838,"el adulto dice que no le interesa la asistencia, que prefiere que se destinen los recursos con otra persona mas necesitada.",adulto interesa asistencia prefiere destinen recursos persona necesitada,POSITIVO,R
9839,"el adulto mayor arce ramón, continúa de buen ánimo, manejándose de manera autónoma.
sin novedades",adulto arce continua animo manejandose autonoma novedades,POSITIVO,R
9840,el adulto mayor fallecio.,adulto fallecio,NEUTRAL,NR
9841,"el adulto mayor quiere realizar pago de servicios de sencosud, edenor y agua y gas. y no tiene acceso a internet, ni celular, ni tarjeta de débito. ¿cómo puede realixar los pagos?",adulto pago servicios sencosud edenor agua gas acceso internet celular tarjeta debito realixar pagos,NEUTRAL,NR
9842,"el adulto mayor se encuentra acompañado por su familia y contenido por ellos, no necesita nada por ahora.-",adulto acompanado familia contenido necesita -,POSITIVO,R
9843,el adulto mayor se encuentra contenido por su familia goza de perfecto estado del salud,adulto contenido familia goza salud,POSITIVO,R
9844,el adulto mayor se encuentra en buen estado de salud y acompañado por la familia quienes le hacen las compras diarias.-,adulto salud acompanado familia compras diarias -,POSITIVO,R
9845,el adulto mayor se encuentra en buen estado de salud y acompañado por la familia.-,adulto salud acompanado familia -,POSITIVO,R
9846,el adulto mayor se encuentra en buen estado de salud y acompañado por la familia.-,adulto salud acompanado familia -,POSITIVO,R
9847,el adulto mayor se encuentra en buen estado de salud y acompañado por la familia.-,adulto salud acompanado familia -,POSITIVO,R
9848,el adulto mayor se encuentra en buen estado de salud y contenido por la familia.-,adulto salud contenido familia -,POSITIVO,R
9849,el adulto mayor se encuentra en buen estado del salud y acompañado por la familia,adulto salud acompanado familia,POSITIVO,R
9850,el adulto mayor se encuentra en buen estado del salud y no necesita ayuda por el momento se encuentra acompañado por la familia.-,adulto salud necesita ayuda acompanado familia -,POSITIVO,R
9851,el adulto mayor se encuentra en perfecto estado y acompañado por la familia.-,adulto acompanado familia -,POSITIVO,R
9852,él adulto mayor se encunetra acompañado y de byen animo.-,adulto encunetra acompanado byen animo -,POSITIVO,R
9853,el adulto mayor se mudo me lo informo una señora que me atendió el tel,adulto mudo senora atendio,NEUTRAL,NR
9854,el am  flores inés dni 5324309 se encuentra muy bien.,am flores dni _digit_,POSITIVO,R
9855,el am dib  beatríz dni 5321014 se encuentra bien.,am dib dni _digit_,POSITIVO,R
9856,el am dib beatriz  dni 5321014  se encuentra bien.,am dib dni _digit_,POSITIVO,R
9857,el am dib beatríz  dni 5321014 se encuentra bien.,am dib dni _digit_,POSITIVO,R
9858,el am dib beatriz  dni 5321014 se encuentra muy bien.,am dib dni _digit_,POSITIVO,R
9859,el am dib beatríz dni  5321014 se encuentra muy bien.,am dib dni _digit_,POSITIVO,R
9860,el am dib beatríz dni 5321014  se encuentra bien.,am dib dni _digit_,POSITIVO,R
9861,el am dib beatríz dni 5321014  se encuentra muy bien.,am dib dni _digit_,POSITIVO,R
9862,el am dib beatríz dni 5321014 se encuentra bien.,am dib dni _digit_,POSITIVO,R
9863,el am dib beatríz dni 5321014 se encuentra bien.,am dib dni _digit_,POSITIVO,R
9864,"el am dib beatríz dni 5321014 se encuentra bien.
ayer domingo pudo comprar la medicación del mes.",am dib dni _digit_ domingo comprar medicacion mes,POSITIVO,R
9865,el am dib beatriz dni 5321014 se encuentra muy bien.,am dib dni _digit_,POSITIVO,R
9866,el am dib beatriz dni 5321014 se encuentra muy bien.,am dib dni _digit_,POSITIVO,R
9867,el am dib beatríz dni 5321014 se encuentra muy bien.,am dib dni _digit_,POSITIVO,R
9868,"el am está en misiones, no tiene receta para sus medicamentos,pami allá está cerrado. me llamó la hija luego de conversar con su padre sobre mi llamado de ayer.",am misiones receta medicamentos pami alla cerrado llamo hija conversar padre llamado,POSITIVO,R
9869,"el am flore inés dni 5324309 se encuentra muy bien.
me solicitó un bolsón de alimentos , ya hice el pedido correspondiente  por mail aclarando las razones por  las cuales pide la entrega a domicilio de poder ser.",am flore dni _digit_ solicito bolson alimentos hice pedido correspondiente mail aclarando razones pide entrega domicilio,POSITIVO,R
9870,el am flores inés  dni 5324309 se encuentra muy bien.,am flores dni _digit_,POSITIVO,R
9871,el am flores inés  dni 5324309 se encuentra muy bien.,am flores dni _digit_,POSITIVO,R
9872,el am flores inés  dni 5324309 se encuentra muy bien.,am flores dni _digit_,POSITIVO,R
9873,el am flores inés dni 5324309  se encuentra bien.,am flores dni _digit_,POSITIVO,R
9874,"el am flores inés dni 5324309 se encuentra bien muy bien.
el día de ayer recibió el bolso de alimento.",am flores dni _digit_ recibio bolso alimento,POSITIVO,R
9875,el am flores inés dni 5324309 se encuentra muy  bien.,am flores dni _digit_,POSITIVO,R
9876,el am flores inés dni 5324309 se encuentra muy bien.,am flores dni _digit_,POSITIVO,R
9877,el am flores inés dni 5324309 se encuentra muy bien.,am flores dni _digit_,POSITIVO,R
9878,el am flores inés dni 5324309 se encuentra muy bien.,am flores dni _digit_,POSITIVO,R
9879,el am flores inés dni 5324309 se encuentra muy bien.,am flores dni _digit_,POSITIVO,R
9880,"el am flores inés dni 5324309 se encuentra muy bien.
ya le avisé a la señora flores inés,  que hoy me comunicaron por el mail de voluntarios,  que en el transcurso de la semana recibirá el bolsón de alimentos solicitado.",am flores dni _digit_ avise senora flores comunicaron mail voluntarios transcurso semana recibira bolson alimentos solicitado,POSITIVO,R
9881,el am malatesta  nélida dni 5327324 se encuentra muy bien.,am malatesta dni _digit_,POSITIVO,R
9882,el am malatesta  nélida dni 5327324 se encuentra muy bien.,am malatesta dni _digit_,POSITIVO,R
9883,el am malatesta nélida dni 5324309 se encuentra muy bien.,am malatesta dni _digit_,POSITIVO,R
9884,el am malatesta nélida dni 5327159 se encuentra muy bien.,am malatesta dni _digit_,POSITIVO,R
9885,el am malatesta nélida dni 5327324 se encuentra bien.,am malatesta dni _digit_,POSITIVO,R
9886,el am malatesta nélida dni 5327324 se encuentra bien.,am malatesta dni _digit_,POSITIVO,R
9887,el am malatesta nélida dni 5327324 se encuentra bien.,am malatesta dni _digit_,POSITIVO,R
9888,el am malatesta nélida dni 5327324 se encuentra muy bien.,am malatesta dni _digit_,POSITIVO,R
9889,el am malatesta nélida dni 5327324 se encuentra muy bien.,am malatesta dni _digit_,POSITIVO,R
9890,el am malatesta nélida dni 5327324 se encuentra muy bien.,am malatesta dni _digit_,POSITIVO,R
9891,"el am malatesta nélida dni 5327324 se encuentra muy bien.
el día de ayer recibió el  bolsón de alimento.",am malatesta dni _digit_ recibio bolson alimento,POSITIVO,R
9892,"el am malatesta nélida dni 5327324 se encuentra muy bien.
le avisé a la sra. nélida   que me habían comunicado por mail , que en  el transcurso de la semana le llevarían el bolsón de alimentos que había  solicitado.
mas tarde en  otra llamada la señora nélida me contó que le confirmaron  telefónicamente que el pedido de alimento se lo llevan mañana a su domicilio.",am malatesta dni _digit_ avise comunicado mail transcurso semana llevarian bolson alimentos solicitado llamada senora conto confirmaron telefonicamente pedido alimento llevan manana domicilio,POSITIVO,R
9893,"el am malatesta nélida dni 5327324 se encuentra muy bien.
me solicitó una bolsón de alimentos si es posible que se lo puedan entregar en su domicilio.
 ya hice el pedido correspondiente por mail.
le entregaron un bolsón,  hace mas de 15 días en su domicilio por encontrarse sola y no tener por el momento a nadie que pueda retirarlo con su documento. 
todo lo aclaré por mail.",am malatesta dni _digit_ solicito bolson alimentos posible puedan entregar domicilio hice pedido correspondiente mail entregaron bolson _digit_ domicilio encontrarse retirarlo documento aclare mail,POSITIVO,R
9894,el am se encuentra  con la asistencia de su hija .a su vez solicitó y me autorizó  para qe yo como su voluntaria retire su bolsa de alimentos informó qe retirare la caja del am y la llevaré a su domicilio,am asistencia hija solicito autorizo voluntaria retire bolsa alimentos retirare caja am llevare domicilio,POSITIVO,R
9895,el am se encuentra acompañado y asistido x su familia en buen estado general,am acompanado asistido familia,POSITIVO,R
9896,el am se encuentra bien en general acompañado por su esposa y su familia,am acompanado esposa familia,POSITIVO,R
9897,el am se encuentra bien tanto ella como su pareja. se le recomienda tomar precauciones ya que los próximos días serán de temperaturas bajas.,am pareja recomienda tomar precauciones temperaturas bajas,POSITIVO,R
9898,el am se encuentra de buen ánimo retirará su bolsa de alimentos en el comedor el ceibo la lucila,am animo retirara bolsa alimentos comedor ceibo,POSITIVO,R
9899,el am se encuentra de buen ánimo y acompañado x su esposa y familia retirará los alimentos x ipolito irigoyen 4848,am animo acompanado esposa familia retirara alimentos ipolito irigoyen _digit_,POSITIVO,R
