id,texto,etiqueta_final,texto_ed,etiqueta_etapa0
12118,"se levanto un poco tristona pero se puso un poco de música en youtube para  subir el animo hablamos de sus cosas de arte me contó las actividades nuevas que les dieron que mucho a ella esta actividad no le engancha pero que siempre le pone la mejor onda para seguir aprendiendo (utiliza zoom para las clases)  hizo zamba el martes y jueves que eso no lo muestra online pero que igual hace para para mantener actividad y no quedarse parada.
me contó que hizo unos fideos con salsa y albóndigas ahora iba a comer un poco de pescado, compro en coto online  el jueves así que tenia de todo, paso el hijo un ratito así que eso la puso contenta. hablamos media hora me agradeció como siempre los llamados y compañía y quedamos en hablar el 06/05/2020",POSITIVO,se levanto un poco tristona pero se puso un poco de musica en youtube para subir el animo hablamos de sus cosas de arte me conto las actividades nuevas que les dieron que mucho a ella esta actividad no le engancha pero que siempre le pone la mejor onda para seguir aprendiendo utiliza zoom para las clases  hizo zamba el martes y jueves que eso no lo muestra online pero que igual hace para para mantener actividad y no quedarse parada me conto que hizo unos fideos con salsa y albondigas ahora iba a comer un poco de pescado compro en coto online el jueves asi que tenia de todo paso el hijo un ratito asi que eso la puso contenta hablamos media hora me agradecio como siempre los llamados y compania y quedamos en hablar el _digit_ _digit_ _digit_,R
12119,"se llama a diario desde el día 13 de abril al teléfono 4-730-1798 perteneciente a la señora  cabral elvira , se ha dejado mensaje de vos dado q en todas las oportunidades dice q la casilla está llena...en el día de hoy ya indica q está colmada y no se puede dejar más mensajes( considero q la señora está en casa de alguna de sus hijas) se seguirá tratando de constatar si regresa a su domicilio...",NEUTRAL,se llama a diario desde el dia _digit_ de abril al telefono _digit_-_digit_-_digit_ perteneciente a la senora cabral elvira  se ha dejado mensaje de vos dado q en todas las oportunidades dice q la casilla esta llena  en el dia de hoy ya indica q esta colmada y no se puede dejar mas mensajes considero q la senora esta en casa de alguna de sus hijas se seguira tratando de constatar si regresa a su domicilio  ,NR
12120,se llama a sra y me comunica que su medico la llamo y se soluciono el problema de la falta de las recetas para su medicacion.,POSITIVO,se llama a sra y me comunica que su medico la llamo y se soluciono el problema de la falta de las recetas para su medicacion ,R
12121,"se llamo  elba,  bien cocinando  siempre esta de buen animo",POSITIVO,se llamo elba  bien cocinando siempre esta de buen animo,R
12122,"se llamo a la persona en el día acordado, la misma se encuentra bien",POSITIVO,se llamo a la persona en el dia acordado la misma se encuentra bien,R
12123,"se llamo durante toda la semana, y no obtuve respuesta alguna.",NO RELEVANTE,se llamo durante toda la semana y no obtuve respuesta alguna ,NR
12124,"se llamo el día de la fecha, la cual fue acordada previamente. la esposa de la  persona fallecida que se me asignó, se encuentra bien.",POSITIVO,se llamo el dia de la fecha la cual fue acordada previamente la esposa de la persona fallecida que se me asigno se encuentra bien ,R
12125,"se llamo el día de la fecha, la cual fue acordada previamente. la persona se encuentra bien.",POSITIVO,se llamo el dia de la fecha la cual fue acordada previamente la persona se encuentra bien ,R
12126,"se llamo hablamos del tejido que esta haciendo para un recién nacido, se pasa por whatsapp listado de farmacias de pami que estan aplicando la vacuna antigripal.",POSITIVO,se llamo hablamos del tejido que esta haciendo para un recien nacido se pasa por whatsapp listado de farmacias de pami que estan aplicando la vacuna antigripal ,R
12127,se llamo todo esta bien ahi  lloviendo pero todo bien . cansadas del encierro con ganas de salir  y con esperanza en que no va a ser fuerte aca el coronavirus,POSITIVO,se llamo todo esta bien ahi lloviendo pero todo bien  cansadas del encierro con ganas de salir y con esperanza en que no va a ser fuerte aca el coronavirus,R
12128,"se llamo y se le dieron las indicaciones para que pueda retirar el bolson de  alimentos.
se haracel seguimiento para saber si pudo realizar  el tramite  o si tuvo inconvenientes
ira a retirarlo su hija con lacautorizacion",NEUTRAL,se llamo y se le dieron las indicaciones para que pueda retirar el bolson de alimentos se haracel seguimiento para saber si pudo realizar el tramite o si tuvo inconvenientesira a retirarlo su hija con lacautorizacion,NR
12129,"se lo encontró muy bien. siempre realizando arreglos en su hogar, como para pasar el tiempo.",POSITIVO,se lo encontro muy bien siempre realizando arreglos en su hogar como para pasar el tiempo ,R
12130,se lo llamo varias veces y no contesto los llamados. intentare luego nuevamente luego.,NO RELEVANTE,se lo llamo varias veces y no contesto los llamados intentare luego nuevamente luego ,NR
12131,se lo podrás sacar del programa?,NO RELEVANTE,se lo podras sacar del programa,NR
12132,"se lo ve muy bien y relajado. hablamos de lo que hizo la semana pasada, fue vacunado de la gripe y el neumococo. habla de sus recuerdos del pasado.",POSITIVO,se lo ve muy bien y relajado hablamos de lo que hizo la semana pasada fue vacunado de la gripe y el neumococo habla de sus recuerdos del pasado ,R
12133,"se los instruye para buscar bolso de alimentos en h. yrigoyen 4848, de modo presencial o con autorización escrita.",NEUTRAL,se los instruye para buscar bolso de alimentos en h yrigoyen _digit_ de modo presencial o con autorizacion escrita ,NR
12134,"se los llamo para ver como estaban , no quieren tan seguidos los llamados , conoce a la psicóloga marcela heredia, quien justo trabaja conmigo en la sala llobera y próximamente estará en el marini , se comunicaran por cualquier apoyo psicológico.",NEUTRAL,se los llamo para ver como estaban  no quieren tan seguidos los llamados  conoce a la psicologa marcela heredia quien justo trabaja conmigo en la sala llobera y proximamente estara en el marini  se comunicaran por cualquier apoyo psicologico ,NR
12135,"se manda mail al voluntariado por la situación que a la noche los vecinos rompen la cuarentena en el barrio y circulan por la vereda de estos adultos mayores. desde el voluntariado nos pasan teléfonos para qu la familia llame para hacer la denuncia, se pasan estos teléfonos al adulto mayor",NEUTRAL,se manda mail al voluntariado por la situacion que a la noche los vecinos rompen la cuarentena en el barrio y circulan por la vereda de estos adultos mayores desde el voluntariado nos pasan telefonos para qu la familia llame para hacer la denuncia se pasan estos telefonos al adulto mayor,NR
12136,"se maneja sola, para compras y tramites con recaudos  de prevencion
tiene pami. solicito programa de vacunas. necesita que alguien le retire una receta de su medico en av. maipu y comprar remedio, el dia jueves 9/4. contactar",NEUTRAL,se maneja sola para compras y tramites con recaudos de prevenciontiene pami solicito programa de vacunas necesita que alguien le retire una receta de su medico en av maipu y comprar remedio el dia jueves _digit_ _digit_ contactar,NR
12137,se manifiesta muy bien. no requiere asistencia particular. muy predispuesta a conversar.,POSITIVO,se manifiesta muy bien no requiere asistencia particular muy predispuesta a conversar ,R
12138,"se mostró muy animado, hizo chistes. me contó que se encuentra un poco aburrido pero que es necesario respetar la cuarentena.
 me informó que él y su esposa se encuentran bien por el momento y que no necesitan nada en especial. 
 me agradeció por estar presentes y que nos comuniquemos con él.
se le informaron las fechas del calendario de vacunación. me comunicó que se vacuna todos los años, y que este año no será la excepción. su esposa ya se vacunó.",POSITIVO,se mostro muy animado hizo chistes me conto que se encuentra un poco aburrido pero que es necesario respetar la cuarentena  me informo que el y su esposa se encuentran bien por el momento y que no necesitan nada en especial  me agradecio por estar presentes y que nos comuniquemos con el se le informaron las fechas del calendario de vacunacion me comunico que se vacuna todos los anos y que este ano no sera la excepcion su esposa ya se vacuno ,R
12139,se mudó a josé c paz.,NO RELEVANTE,se mudo a jose c paz ,NR
12140,se mudó a jose c. paz,NO RELEVANTE,se mudo a jose c paz,NR
12141,"se mudó a josé c. paz con su hijo ferreira, lidia norma",NO RELEVANTE,se mudo a jose c paz con su hijo ferreira lidia norma,NR
12142,se mudo con la hija,POSITIVO,se mudo con la hija,R
12143,se pacta llamado nuevamente para la semana que viene. llamada concretada el 22-4,NO RELEVANTE,se pacta llamado nuevamente para la semana que viene llamada concretada el _digit_-_digit_,NR
12144,se pacta llamado para dentro de unos dias. comunicación establecida el día 5 de mayo y hoy 10 de mayo. se encuentra bien y sus vecinos continúan asistiéndola,POSITIVO,se pacta llamado para dentro de unos dias comunicacion establecida el dia _digit_ de mayo y hoy _digit_ de mayo se encuentra bien y sus vecinos continuan asistiendola,R
12145,se pacta llamado para dentro de unos dias. concretado el día de hoy. se encuentra bien de salud aunque preocupada por la situación. el teléfono está incorrecto. lo han cambiado y no se por qué. el correcto es 4797-7235,NEUTRAL,se pacta llamado para dentro de unos dias concretado el dia de hoy se encuentra bien de salud aunque preocupada por la situacion el telefono esta incorrecto lo han cambiado y no se por que el correcto es _digit_-_digit_,NR
12146,se pacta llamado para dentro de unos días. llamado concretado el dia 27 y hoy 30-4. se encuentra bien y no necesita nada por el momento,POSITIVO,se pacta llamado para dentro de unos dias llamado concretado el dia _digit_ y hoy _digit_-_digit_ se encuentra bien y no necesita nada por el momento,R
12147,se pacta llamado para dentro de unos dias. se concretó llamado el día 5 de mayo. no pude registrarlo porque estuve con problemas de conectividad. se encontraba bien de salud y asistida por vecinos que le hicieron las compras. se pactó llamado para el día de hoy (10-5),POSITIVO,se pacta llamado para dentro de unos dias se concreto llamado el dia _digit_ de mayo no pude registrarlo porque estuve con problemas de conectividad se encontraba bien de salud y asistida por vecinos que le hicieron las compras se pacto llamado para el dia de hoy _digit_-_digit_ ,R
12148,se pacta llamado para dentro de unos días. se concretó llamado el día 5 de mayo. se encontraba bien de salud y su hijo le había hecho las compras. no necesitaba nada por el momento.,POSITIVO,se pacta llamado para dentro de unos dias se concreto llamado el dia _digit_ de mayo se encontraba bien de salud y su hijo le habia hecho las compras no necesitaba nada por el momento ,R
12149,se pacta llamado para el 10-5,NEUTRAL,se pacta llamado para el _digit_-_digit_,NR
12150,se pacta llamado para el día 10-5,NEUTRAL,se pacta llamado para el dia _digit_-_digit_,NR
12151,"se pacta llamado para la semana que viene. se concretó el llamado el 5 de mayo. se encontraba bien de salud. y encontró comercios que le llevan los productos a domicilio, por lo que no necesitaba nada por el momento.",POSITIVO,se pacta llamado para la semana que viene se concreto el llamado el _digit_ de mayo se encontraba bien de salud y encontro comercios que le llevan los productos a domicilio por lo que no necesitaba nada por el momento ,R
12152,se pacta llamdo para el día 10-5. se encuentra bien de salud y asistida por vecinos en lo que a las compras refiere.,POSITIVO,se pacta llamdo para el dia _digit_-_digit_ se encuentra bien de salud y asistida por vecinos en lo que a las compras refiere ,R
12153,se pacta nuevamente llamado. se encontraba bien de salud.  sin necesidades por el momento,POSITIVO,se pacta nuevamente llamado se encontraba bien de salud  sin necesidades por el momento,R
