etiqueta1,etiqueta1a,etiqueta2,etiqueta2a,etiqueta3,etiqueta3a,etiqueta4,etiqueta4a,etiqueta5,etiqueta_final,id,necesidades operativas,texto
Positivo,,Positivo,,Neutral,,Positivo,,,POSITIVO,11884,,se encuentra bien y sin necesidad de asistencia al momento. quede en nuevo contacto.
positivo,,,,,,,,,positivo,11885,,se encuentra bien y su esposa también . siguen en la isla del tigre. el sr todavía no pudo vacunarse
POSITIVO,,POSITIVO,,Neutral,,POSITIVO,,POSITIVO,POSITIVO,11886,,se encuentra bien y tranquilo tomando recaudos.
Positivo,,Neutral,,Positivo,,Neutral,,Positivo,Positivo,11887,,"se encuentra bien
 pero x momentos cansada del encierro. pero entiende que es lo mejor x ahora para su salud."
Positivo,,Positivo,,Positivo,,Positivo,,Positivo,Positivo,11888,,"se encuentra bien, acompañado y sin necesidades"
positivo,,,,,,,,,positivo,11889,,"se encuentra bien, agradece que la haya vuelto a llamar, pero que ya se encuentra viviendo en familia por lo tanto no quiere que se la vuelva a llamar. 
(yo le deje igual mis datos y celular para q  si llegara a necesitar algo se comunique conmigo)"
positivo,,,,,,,,,positivo,11890,,"se encuentra bien, de buen ánimo."
POSITIVO,,POSITIVO,,POSITIVO,,POSITIVO,,POSITIVO,POSITIVO,11891,,"se encuentra bien, de buen ánimo. con ganas de conocernos cuando termine la cuarentena, según me comenta."
neutral,,,,,,,,,neutral,11892,,"se encuentra bien, el esposo también. ya tienen las fechas de vacunación. pero me da la impresión que los incomoda que llamemos todos los días."
positivo,,,,,,,,,positivo,11893,,"se encuentra bien, esperaba un llamado por lo que no hablamos mucho tiempo"
POSITIVO,,POSITIVO,,POSITIVO,,POSITIVO,,POSITIVO,POSITIVO,11894,,"se encuentra bien, está contenido por la familia. está constantemente acompañado ya que vive con su hijo. el y su esposa siguen esperando para vacunarse ya que le informaron que no hay vacunas disponibles. su hija se comunicará nuevamente la semana que viene."
Neutral,,Positivo,,Neutral,,Positivo,,Positivo,Positivo,11895,,"se encuentra bien, estaba conversando con amigas y no pudimos conversar mucho."
POSITIVO,,POSITIVO,,POSITIVO,,POSITIVO,,POSITIVO,POSITIVO,11896,,"se encuentra bien, justo cuando hablamos estaba el carnicero trayéndole comida. esta tranquila, no necesita nada. agradece por el contacto activo"
Positivo,,Positivo,,Neutral,,Neutral,,,POSITIVO,11897,,"se encuentra bien, manifestó no poder pagar el impuesto municipal.  cuando se normalice va a ver qué trámite se puede hacer."
Positivo,,Positivo,,Neutral,,Positivo,,Positivo,Positivo,11898,,"se encuentra bien, mañana se da la vacuna antigripal."
POSITIVO,,POSITIVO,,POSITIVO,,POSITIVO,,POSITIVO,POSITIVO,11899,,"se encuentra bien, mañana se va a ir a vacunar, me va a llamar si necesita algo"
POSITIVO,,POSITIVO,,Negativo,,Negativo,,POSITIVO,POSITIVO,11900,,"se encuentra bien, pero un poco preocupada porque es paciente cardiaca."
POSITIVO,,POSITIVO,,POSITIVO,,POSITIVO,,POSITIVO,POSITIVO,11901,,"se encuentra bien, pudo cobrar sin problemas en 15 min el domingo al mediodía."
Neutral,,POSITIVO,,Negativo,,POSITIVO,,POSITIVO,POSITIVO,11902,,"se encuentra bien, sale a caminar por su jardín, y esta un poco triste por la situación."
positivo,,,,,,,,,positivo,11903,,"se encuentra bien, tranquila. me comenta que pudo ir a darse la vacuna a partir del aviso que le transmití y eso la tranquilizó bastante."
Positivo,,Positivo,,Positivo,,Positivo,,,POSITIVO,11904,,"se encuentra bien, y de muy buen animo."
Positivo,,Neutral,,Neutral,,Neutral,,Positivo,Neutral,11905,,"se encuentra bien,solo dolor en su rodilla"
positivo,,,,,,,,,positivo,11906,,se encuentra bien.
POSITIVO,,POSITIVO,,Neutral,,POSITIVO,,POSITIVO,POSITIVO,11907,,se encuentra bien.
Positivo,,Positivo,,Neutral,,Positivo,,Positivo,Positivo,11908,,se encuentra bien.
Positivo,,Positivo,,Neutral,,Positivo,,Positivo,Positivo,11909,,se encuentra bien.
POSITIVO,,POSITIVO,,POSITIVO,,POSITIVO,,POSITIVO,POSITIVO,11910,,se encuentra bien.
Positivo,,Positivo,,Neutral,,Positivo,,,POSITIVO,11911,,se encuentra bien.
positivo,,,,,,,,,positivo,11912,,se encuentra bien.
Positivo,,Positivo,,Neutral,,Positivo,,,POSITIVO,11913,,se encuentra bien.
Positivo,,Positivo,,Neutral,,Positivo,,Neutral,Positivo,11914,,se encuentra bien.  pasé los horarios de la vacunación antigripal.
Positivo,,Positivo,,Positivo,,Positivo,,Positivo,Positivo,11915,,se encuentra bien. con buen ánimo y amable.
negativo,,,,,,,,,negativo,11916,,se encuentra bien. con frío. esperando respuestas de pami.
Neutral,,Positivo,,Neutral,,Neutral,,Neutral,Neutral,11917,,se encuentra bien. con frío. no quiere prender estufa x el consumo. mira tele. esperando que la llamen de pami para vacunarse. le expliqué que tenga paciencia que las farmacias tampoco tienen vacunas.
negativo,,,,,,,,,negativo,11918,,se encuentra bien. con frío. un poco molesta porque no consiguió la vacuna ni en la farmacia ni en las salitas
POSITIVO,,No relevante,,Neutral,,Neutral,,POSITIVO,Neutral,11919,,se encuentra bien. consiguió la orden médica para la vacuna pero en la farmacia cerca de su domicilio no tienen stock. voy a enviar un mail a voluntariosmayores para ver qué se puede hacer.
Positivo,,Positivo,,Positivo,,Positivo,,,POSITIVO,11920,,se encuentra bien. de muy buen humor. hablamos un poco de todo. le gusta que siga llamándola. quedamos en hablar pronto.
Positivo,,Positivo,,Positivo,,Positivo,,Positivo,Positivo,11921,,se encuentra bien. descansado. con buen animo
Positivo,,Positivo,,Neutral,,Positivo,,Neutral,Positivo,11922,,se encuentra bien. en la cama x el frío. tejiendo. le pase teléfonos de los vacunatorios próximo a su domicilio
Positivo,,Positivo,,Neutral,,Positivo,,Positivo,Positivo,11923,,se encuentra bien. esperando la fecha para ir a vacunarse.
POSITIVO,,POSITIVO,,POSITIVO,,POSITIVO,,POSITIVO,POSITIVO,11924,,"se encuentra bien. esta super feliz de mis llamados, y muy contenta con la gestión que organizo el voluntariado. por suerte no necesita nada. le paso mi celular a una vecina que no recibe mucha ayuda."
Positivo,,Neutral,,Neutral,,Positivo,,,POSITIVO,11925,,se encuentra bien. estaba descansando quedamos en conversar mañana.
Positivo,,Positivo,,Positivo,,Positivo,,,POSITIVO,11926,,se encuentra bien. estuvimos hablando un rato de nuestros pasatiempos. està contenta con los llamados.
Positivo,,Positivo,,Positivo,,Positivo,,,POSITIVO,11927,,se encuentra bien. me comentó que estaba ocupada. hablé muy poquito. se la escuchaba bien
Positivo,,Negativo,,Negativo,,Negativo ,,,NEGATIVO,11928,,se encuentra bien. preocupada x turno banco provincia. llama y no atienden. y necesita ir x un tramite
Positivo,,Positivo,,Neutral,,Positivo,,,POSITIVO,11929,,se encuentra bien. pudo conseguur turno para el banco. agradecida x ocuparme y averiguarle como sacar turno.
positivo,,,,,,,,,positivo,11930,,se encuentra bien. romero maria del valle.
neutral,,,,,,,,,neutral,11931,,se encuentra bien. sin poder resolver pami sus problemas c la medicación y vacunación. necesita que vayan vacunarla a su casa desde el munucipio
Positivo,,Positivo,,Neutral,,No relevantes,,,POSITIVO,11932,necesidades operativas,se encuentra bien. solicita asistencia para autorizar recetas en el hospital municipal
POSITIVO,,POSITIVO,,Neutral,,Neutral,,POSITIVO,POSITIVO,11933,,se encuentra bien. solo que hoy fue farmacia y no había vacunas. quedé en averiguarlo si en la salita la pueden vacunar.
Positivo,,Positivo,,Neutral,,Positivo,,,POSITIVO,11934,,se encuentra bien. solo que llamo a su dentista y por ahora no atiende. pregunta si hay algún lugar donde atenderse? no es de apuro
Positivo,,Positivo,,Positivo,,Positivo,,Positivo,Positivo,11935,,se encuentra bien. su ánimo es saludable. le pase info que me pidió para su nieta. estaba muy agradecida.
POSITIVO,,Neutral,,Neutral,,Neutral,,POSITIVO,Neutral,11936,,se encuentra bien. un poco cansada x el encierro . pami le está solucionando los temas de remedios y vacunación.
Positivo,,Positivo,,Positivo,,Positivo,,,POSITIVO,11937,,"se encuentra bien. vive en la casa de mayores del padre tissera, en un departamento individual. es muy creyente así que hablamos de jesús y de maría. forma parte de la legión de maría y tenemos mucho en común ya que mi tía también formaba parte de le legión. es muy simpática. ya me encariñé."
Positivo,,Positivo,,Positivo,,Positivo,,Positivo,Positivo,11938,,se encuentra bien...acompañado por su hija.
Positivo,,Positivo,,Positivo,,Positivo,,Positivo,Positivo,11939,,se encuentra con muy buen estado de ánimo y contenida por su familia. realiza artesanias y yoga en su hogar. agradece el contacto
positivo,,,,,,,,,positivo,11940,,se encuentra de buen ánimo
POSITIVO,,POSITIVO,,POSITIVO,,POSITIVO,,POSITIVO,POSITIVO,11941,,se encuentra de buen animo y la asiste la hija.
POSITIVO,,POSITIVO,,POSITIVO,,POSITIVO,,POSITIVO,POSITIVO,11942,,se encuentra de buen animo y muy bien acompañado.-
Positivo,,Positivo,,Positivo,,Positivo,,Positivo,Positivo,11943,,se encuentra de buen animo.
positivo,,,,,,,,,positivo,11944,,"se encuentra de muy bien ánimo, muy agradecida por las acciones que hacemos."
Negativo,,Negativo,,Negativo,,Negativo ,,,NEGATIVO,11945,,se encuentra deprimida. será contactada por la piscologa sofía vazquez
Negativo,,Negativo,,Negativo,,Negativo,,NEGATIVO,Negativo,11946,,se encuentra deprimida. será contactada por lapsicóloga sofía vazquez
Positivo,,Positivo,,Positivo,,Positivo,,Positivo,Positivo,11947,,se encuentra en buen estado de salud y acompañado y contenido por su familia
POSITIVO,,POSITIVO,,POSITIVO,,POSITIVO,,POSITIVO,POSITIVO,11948,,se encuentra en buen estado de salud.  sigue estando acompañado. no tiene necesidades sin cubrir por el momento
POSITIVO,,POSITIVO,,POSITIVO,,POSITIVO,,POSITIVO,POSITIVO,11949,,se encuentra en buen estado.  acompañada por el hijo. y se va a acercar a buscar una caja de comida
Positivo,,Positivo,,Positivo,,Positivo,,Positivo,Positivo,11950,,se encuentra en perfectas condiciones y acompañada por sus familiares. necesita que le ayudemos a resolver algunas cuestiones en el hospital municipal
positivo,,,,,,,,,positivo,11951,,"se encuentra en perfectas condiciones, la hija por el momento irá a buscar su bolsa de alimentos."
positivo,,,,,,,,,positivo,11952,,se encuentra en perfecto estado. bien de ánimo. solo me refirió que pidió turno al oculista y le dieron para julio recién. le expliqué que seguramente a no ser urgente dilatan los turnos.
POSITIVO,,POSITIVO,,POSITIVO,,POSITIVO,,POSITIVO,POSITIVO,11953,,"se encuentra excelente, unido con su pareja, le pase calendario de vacunacion
se encuentran muy bien les di indicaciones de vacunacion y de casualidad son conocidos mios"
Positivo,,Positivo,,Positivo,,Positivo,,Positivo,Positivo,11954,,"se encuentra mas animado, sus hijos van mas seguido"
POSITIVO,,POSITIVO,,POSITIVO,,POSITIVO,,POSITIVO,POSITIVO,11955,,"se encuentra muy animada,escucha musica y ateiende a su esposo"
positivo,,,,,,,,,positivo,11956,,"se encuentra muy asistida por su familia, buen estado de ánimo. agradece el contacto."
Positivo,,Positivo,,Positivo,,Positivo,,,POSITIVO,11957,,se encuentra muy bien
Positivo,,No relevantes,,Neutral,,Positivo,,,POSITIVO,11958,,se encuentra muy bien
Positivo,,Positivo,,Neutral,,Positivo,,Positivo,Positivo,11959,,se encuentra muy bien
Positivo,,Positivo,,Positivo,,Positivo,,,POSITIVO,11960,,se encuentra muy bien
POSITIVO,,POSITIVO,,POSITIVO,,POSITIVO,,POSITIVO,POSITIVO,11961,,se encuentra muy bien
POSITIVO,,POSITIVO,,POSITIVO,,POSITIVO,,POSITIVO,POSITIVO,11962,,se encuentra muy bien
positivo,,,,,,,,,positivo,11963,,se encuentra muy bien
POSITIVO,,POSITIVO,,POSITIVO,,POSITIVO,,POSITIVO,POSITIVO,11964,,se encuentra muy bien
Positivo,,Positivo,,Positivo,,Positivo,,,POSITIVO,11965,,se encuentra muy bien
positivo,,,,,,,,,positivo,11966,,se encuentra muy bien
POSITIVO,,POSITIVO,,POSITIVO,,POSITIVO,,POSITIVO,POSITIVO,11967,,se encuentra muy bien
positivo,,,,,,,,,positivo,11968,,se encuentra muy bien
Positivo,,Positivo,,Positivo,,Positivo,,,POSITIVO,11969,,se encuentra muy bien conversamos un buen rato
Positivo,,Positivo,,Neutral,,Positivo,,,POSITIVO,11970,,"se encuentra muy bien cumpliendo con las normas,  que agradece mucho los llamados conversamos un buen rato."
POSITIVO,,POSITIVO,,POSITIVO,,POSITIVO,,POSITIVO,POSITIVO,11971,,"se encuentra muy bien de ánimo, conversamos sobre lo que está haciendo estos días."
Positivo,,Positivo,,Positivo,,Positivo,,,POSITIVO,11972,,"se encuentra muy bien de ánimo, se está entreteniendo haciendo barbijos y escuchando música. hoy la hija le dejó alimentos."
POSITIVO,,Negativo,,Neutral,,Neutral,,POSITIVO,POSITIVO,11973,,"se encuentra muy bien de salud, pero un poquito desanimada por la falta de contacto con familiares, de ahí el agradecimiento de los llamados"
Positivo,,Positivo,,Positivo,,Positivo,,Positivo,Positivo,11974,,se encuentra muy bien me contó que se esta cuidando mucho y me agradeció mucho que la llame
Positivo,,Negativo,,No relevantes,,Positivo,,,POSITIVO,11975,,"se encuentra muy bien viendo un poco de tele y escuchando la radio, pasando los dias conversamos un buen rato"
Positivo,,Positivo,,Positivo,,Positivo,,,POSITIVO,11976,,se encuentra muy bien y agradecida por el llamado
POSITIVO,,POSITIVO,,POSITIVO,,POSITIVO,,POSITIVO,POSITIVO,11977,,se encuentra muy bien y me comenta que se hizo colocar la vacuna contra la gripe.
Positivo,,Positivo,,Positivo,,Positivo,,Positivo,Positivo,11978,,se encuentra muy bien!!
positivo,,,,,,,,,positivo,11979,,se encuentra muy bien!!.
Positivo,,Positivo,,Positivo,,Positivo,,Positivo,Positivo,11980,,"se encuentra muy bien, amargada por las noticias, pero con mucha energía y muy contactada con la realidad de país"
Positivo,,Positivo,,Positivo,,Positivo,,,POSITIVO,11981,,se encuentra muy bien.
positivo,,,,,,,,,positivo,11982,,se encuentra muy bien.
Positivo,,Positivo,,Positivo,,Positivo,,,POSITIVO,11983,,se encuentra muy bien.
Positivo,,Positivo,,Neutral,,Positivo,,Positivo,Positivo,11984,,se encuentra muy bien.
positivo,,,,,,,,,positivo,11985,,se encuentra muy bien.
positivo,,,,,,,,,positivo,11986,,se encuentra muy bien.
Positivo,,Positivo,,Positivo,,Positivo,,,POSITIVO,11987,,se encuentra muy bien.
POSITIVO,,POSITIVO,,POSITIVO,,POSITIVO,,POSITIVO,POSITIVO,11988,,se encuentra muy bien.
Positivo,,Positivo,,Positivo,,Positivo,,,POSITIVO,11989,,se encuentra muy bien.
Positivo,,Positivo,,Neutral,,Positivo,,Positivo,Positivo,11990,,se encuentra muy bien.
POSITIVO,,POSITIVO,,POSITIVO,,POSITIVO,,POSITIVO,POSITIVO,11991,,se encuentra muy bien.
Positivo,,Negativo,,Neutral,,Positivo,,Positivo,Positivo,11992,,se encuentra muy bien.
Positivo,,Positivo,,Positivo,,Positivo,,,POSITIVO,11993,,se encuentra muy bien.
Positivo,,Positivo,,Neutral,,Positivo,,,POSITIVO,11994,,se encuentra muy bien.
Positivo,,Positivo,,Neutral,,Neutral,,Positivo,Positivo,11995,,se encuentra muy bien. un poco preocupado por la situación.
Neutral,,Negativo,,Negativo,,Neutral,,Negativo,Negativo,11996,,"se encuentra muy depresiva, ya está en contacto con la psicológa lic. sofía vázquez."
negativo,,Negativo,,Negativo,,Negativo,,NEGATIVO,Negativo,11997,,"se encuentra muy deprimida, será contactada por la psicóloga sofia vazquez"
Positivo,,Positivo,,Positivo,,Positivo,,,POSITIVO,11998,,"se encuentra muy nien de ánimo, hace muchas actividades en su hogar y esta muy contenida por su familia. agradece que me ponga en contacto con ella."
Positivo,,Positivo,,Neutral,,Positivo,,,POSITIVO,11999,,"se encuentra n bien, sin ninguna novedad"
