id,texto,etiqueta_final,texto_ed,etiqueta_etapa0
11735,"recibí llamado de la sra. pierina para    conversar de religión, buen ánimo.",POSITIVO,recibi llamado conversar religion animo,R
11736,"recibí respuesta sobre el tema de la caja alimentaria, se les lleva a quienes no tienen familiar o auxiliar. puede ir el hijo con su dni avretirarla. llamado a margarita para informarle cómo proceder .",NEUTRAL,recibi respuesta tema caja alimentaria familiar auxiliar hijo dni avretirarla llamado margarita informarle proceder,NR
11737,"recibi un llamado de la señora a las 19:07 pm de la señora, me comento que estaba interesada en la caja de alimentos. yo le propuse ya que ella no puede retirarla, ni tiene a nadie que la retire le propuse de pasar a retirarla yo y llevarsela a su domicilio",POSITIVO,recibi llamado senora _digit_ _digit_ pm senora interesada caja alimentos propuse retirarla retire propuse pasar retirarla llevarsela domicilio,R
11738,recibio bolsa de alimentos.   todo en orden,POSITIVO,recibio bolsa alimentos orden,R
11739,"recibió el primer llamado pero con desconfianza. está con su esposo. los hijos están lejos. se vacunaron, lo demás todo bien. piden mercadería por teléfono. no salen. le di mis datos pero no tomó nota.  le comenté que la iba a volver a llamar en dos o tres días.",NEUTRAL,recibio llamado desconfianza esposo hijos vacunaron piden mercaderia telefono salen di datos tomo nota comente iba volver llamar,NR
11740,recibio la caja con alimentos. todo ok,NEUTRAL,recibio caja alimentos ok,NR
11741,recibió la caja de alimentos.,NEUTRAL,recibio caja alimentos,NR
11742,recibió la llamada de la lic ana suarez en el día de la fecha.,POSITIVO,recibio llamada lic ana suarez fecha,R
11743,recibió la mercaderia,POSITIVO,recibio mercaderia,R
11744,"recibio muy bien el llamado agradecio,pero no necesita nada,quede en llamarla de vuelta.",POSITIVO,recibio llamado agradecio necesita quede llamarla vuelta,R
11745,"recibo un llamado, me pide si se puede conseguir pan ó galleta para el desayuno, y si se puede alguna lata de tomates, lata de frutas, etc. le explico que la caja de alimentos se entrega una vez cada 15 días, y quedo en averiguarle. envío mail a voluntarios para consultar.",NEGATIVO,recibo llamado pide pan galleta desayuno lata tomates lata frutas caja alimentos entrega _digit_ averiguarle envio mail voluntarios consultar,R
11746,"recien hoy consegui hablar con ella. vive con sobrino. está tranquila aunque extraña salir a hacer sus cosas y las compras ella misma. pasa el tiempo con la cocina, la radio y cociendo.
le sugeri que nos siga en  el canal de cultura asi puede informarse de actividades que recomendamos o que relizamos a la comunidad desde alli, on line. la llamaré el lunes nuevamente.",POSITIVO,recien consegui hablar vive sobrino tranquila extrana salir compras pasa cocina radio cociendo sugeri siga canal cultura informarse actividades recomendamos relizamos comunidad on line llamare lunes nuevamente,R
11747,"recién terminaba con su clase de pintura que le dieron pautas nuevas estaba muy contenta con eso,ayer se vacuno la atendieron super bien tenia solo 4 personas únicamente adelante y la organización genial, me contó que lo único que  le queda hacer ahora es solo bajar hasta la puerta a recibir sus compras online jajjaja y nada quedarse en casa.
me contó de sus retratos y las tareas que le dieron en base a esos retratos y todas las cosas nuevas que tenia que hacer y de todo un poco conversamos unos 35min.
quedamos en hablar el 17/04.",POSITIVO,recien terminaba clase pintura pautas contenta vacuno atendieron super _digit_ personas unicamente organizacion genial conto unico queda bajar puerta recibir compras online jajjaja quedarse casa conto retratos tareas base retratos conversamos _digit_min quedamos hablar _digit_ _digit_,R
11748,reclama  lavandina para limpiar los pasillos ya recibieron bolsa de alimentos en barrio 7 de mayo lepoldo lugones y valle grande,NEGATIVO,reclama lavandina limpiar pasillos recibieron bolsa alimentos barrio _digit_ mayo lepoldo lugones valle grande,R
11749,"reclama alimentos.
por favor, si me dan una fecha y como seria la asistencia le puedo comunicar en mi proximo llamado.",NEGATIVO,reclama alimentos favor fecha asistencia comunicar llamado,R
11750,recuerdo la vacunacion. me piden que los llame de vez en cuando. los hijos los ayudan con compras y contencion,NEUTRAL,recuerdo vacunacion piden llame hijos ayudan compras contencion,NR
11751,"refiere estar muy bien, no se bajonea, se dio las 2 vacunas cerca de su casa en una farmacia y es para lo unico que salio, su hijo se encarga declas compras",POSITIVO,refiere bajonea _digit_ vacunas casa farmacia unico salio hijo encarga declas compras,R
11752,refiere estar un poco preocupada ya que no consigue los pañales en la farmacia x pami. ya hizo reclamo. su hija según la señora no la ayuda mucho.,NEGATIVO,refiere preocupada panales farmacia pami reclamo hija senora ayuda,R
11753,"refiere estarcbien, solo que aun no le llegaron los alimentos
llame a la municipalidad  y  me dijeron que vaya alguien a retirarlo con la autorizacion volvi a llamar para   comunicarle esto y quedaron en ir",NEUTRAL,refiere estarcbien llegaron alimentos llame municipalidad alguien retirarlo autorizacion volvi llamar comunicarle quedaron,NR
11754,"refiere su pareja, norta, que el fue a buscar alimentos en hipolito yrigoyen 4848 y no quisieron darle, que lo sacaron sumbando. la mujer, nora es quien habla siempre conmigo refiriendo cada vez que llamo, que el no esta y suele enojarse con ella si le cuenta de mi llamado.",NEGATIVO,refiere pareja norta buscar alimentos yrigoyen _digit_ quisieron darle sacaron sumbando mujer refiriendo llamo suele enojarse llamado,R
11755,regreso a la isla del tigre. necesita que se lo vacune a él y a su esposa. me dijo que va a regresar para vacunarse en la semana. se lo observa de óptimo humor,POSITIVO,regreso isla tigre necesita vacune esposa regresar vacunarse semana observa optimo humor,R
11756,reitera el pedido de una cama y un colchón.,NEGATIVO,reitera pedido cama colchon,R
11757,reitera el pedido de vacunación para su marido y para ambos la de la neumpnía,NEUTRAL,reitera pedido vacunacion marido neumpnia,NR
11758,reitera pedido de ayer. hoy la señora no se sentia bien con dolor de la pierna por operacion de cadera,NEGATIVO,reitera pedido senora sentia dolor pierna operacion cadera,R
11759,"reitero,
estan todos muy bien pero solicita bolsón de comida",POSITIVO,reitero solicita bolson comida,R
11760,reprogramar entrega de alimentos - no recibio,NO RELEVANTE,reprogramar entrega alimentos - recibio,NR
11761,"respondió a mi llamado, está bien pero le pesa la soledad y el encierro.  tiene psicólogo particular. me dice que tiene que ir al banco, la llevará su hija y esa salida la espera ansiosa para tomar un poco de aire, ver la calle y sentirse un poco más libre.",NEGATIVO,respondio llamado pesa soledad encierro psicologo particular banco llevara hija salida espera ansiosa tomar aire calle sentirse libre,R
11762,"ricardo acompañado con su esposa, hacen gimnasia, aburridos tambin. temerosos por el virus",NEGATIVO,ricardo acompanado esposa gimnasia aburridos tambin temerosos virus,R
11763,ricardo bien tratando de cambiar y comprar la bateria de su auto,POSITIVO,ricardo tratando cambiar comprar bateria auto,R
11764,"ricardo esta bien , contento de buen humor, siempre haciendo cosas, por hacer video llamada a su nieto que cumple años",POSITIVO,ricardo contento humor video llamada nieto cumple anos,R
11765,"ricardo se encuentra muy bien, haciendo cosas de la casa.",POSITIVO,ricardo casa,R
11766,"riera, alicia consulta si al marido que tiene alzheimer lo pueden ir a vacunar al domicilio. ella está acompañada por el hijo pero se le dificulta el traslado.",NEUTRAL,riera alicia consulta marido alzheimer vacunar domicilio acompanada hijo dificulta traslado,NR
11767,"rodolfo greco continúa de buen ánimo, manejándose de manera autónoma junto a su esposa.
sin novedades",POSITIVO,rodolfo greco continua animo manejandose autonoma esposa novedades,R
11768,"rodolfo se encuentra muy bien de humor..continúa manejándose de manera autónoma junto a su esposa.
sin novedades.",POSITIVO,rodolfo humor continua manejandose autonoma esposa novedades,R
11769,"romero eduardo , se encuentran bien.",POSITIVO,romero eduardo encuentran,R
11770,romero juan. se encuentra bien.,POSITIVO,romero juan,R
11771,"romero noemi, no responden al tel.",NO RELEVANTE,romero responden,NR
11772,"sábado 9/5,  18.30 hs. atendió la sra. huang. dice sentirse bien, vive acompañada. su hijo se encarga de los alimentos y medicación. no está deprimida, ni angustiada. desconfía del llamado. repito mi nombre, apellido y dni para que llame al 147 y corrobore mi identidad. no parece necesitar ayuda y se siente intimidada por los llamados. no le agrada que sepa su nombre, teléfono y dirección. espaciaré más los llamados para no molestarla.",POSITIVO,sabado _digit_ _digit_ _digit_ _digit_ hs atendio huang sentirse vive acompanada hijo encarga alimentos medicacion deprimida angustiada desconfia llamado repito nombre apellido dni llame _digit_ corrobore identidad necesitar ayuda siente intimidada llamados agrada sepa nombre telefono direccion espaciare llamados molestarla,R
11773,sale a dar una vuelta manzana con su mascota,POSITIVO,sale vuelta manzana mascota,R
11774,"sale a hacer compras, con el tapa boca, fue a preguntar para vacunarse en su farmacia mas cercana y le dijeron que no tenian mas por el momento. sigue llamando todos los dias para consultar. no puede hacer colas tan largas pq se cansa asique mando mail para pedir vacunacion a domicilio.",NEUTRAL,sale compras tapa boca preguntar vacunarse farmacia cercana llamando consultar colas largas pq cansa asique mando mail pedir vacunacion domicilio,NR
11775,salio a cobrar la jubilación,NO RELEVANTE,salio cobrar jubilacion,NR
11776,saludo por pascuas. van a vacunar a domicilio? caja de alimentos. cuando tenga novedades la llamo. está muy tranquila y contenida.,POSITIVO,saludo pascuas vacunar domicilio caja alimentos novedades llamo tranquila contenida,R
11777,"santos olga, la volví a llamar porque se encuentra sola y es viuda, pero me dijo que tiene una almacén en frente. ella tiene mi celular de contacto, cualquier cosa se comunica conmigo",POSITIVO,santos volvi llamar viuda almacen frente celular contacto cosa comunica,R
11778,savino natalia se encuentra bien,POSITIVO,savino,R
11779,"sdice que esta bien , el nieto le compro la tintura para que se tiña",POSITIVO,sdice nieto compro tintura,R
11780,se  encuentra bien-,POSITIVO,bien-,R
11781,se acuerda llamar el miercoles 08/04,NO RELEVANTE,acuerda llamar miercoles _digit_ _digit_,NR
11782,se arreglan solos no necesitan nada por el momento,NEUTRAL,arreglan necesitan,NR
11783,se charlo brevemente con la sra. verón e indicó que fue al médico para tratar su cuadro de hipertensión y le llegó la caja de alimentos provista por la secretaría de desarrollo social. aparatemente se sentía bien de ánimo.,POSITIVO,charlo brevemente veron medico tratar cuadro hipertension caja alimentos provista secretaria desarrollo social aparatemente sentia animo,R
11784,"se comunica ella conmigo porque está preocupada. su marido se dio hace 3 días la vacuna antigripal y esta desde ayer con 39 de fiebre. dado que tiene prepaga del htal italiano, ha realizado 2 videoconferencias con médicos quienes le han indicado llevar al marido al htal central de la calle peron para un control mas exhaustivo. la señora me llama consultando que pasa si lo traslada, ya que no tiene permiso de circulación. quedo en averiguar y volver a llamarla. me contacto con el 107 y pido instrucciones para estos casos. desde allí me indican que puede trasladarlo sin permiso, preferentemente una persona joven fuera del grupo de riesgo y con el am viajando atras con barbijo. todos con documentación y explicando la urgencia. llamo a la sra, brindo información obtenida en 107. me indica que habló con la hija y que van a esperar hasta la madrugada de hoy que si sigue con fiebre alta, van a llevarlo al htal en ese horario. quedo con la sra. que me vuelvo a comunicar mañana para ver como sigue la situacion.",NEGATIVO,comunica preocupada marido _digit_ vacuna antigripal _digit_ fiebre prepaga htal italiano _digit_ videoconferencias medicos indicado marido htal central calle peron control exhaustivo senora llama consultando pasa traslada permiso circulacion averiguar volver llamarla contacto _digit_ pido instrucciones casos indican trasladarlo permiso preferentemente persona joven grupo riesgo am viajando barbijo documentacion explicando urgencia llamo brindo informacion obtenida _digit_ indica hablo hija esperar madrugada fiebre alta llevarlo htal horario vuelvo comunicar manana situacion,R
